post_link,image_url
"Cristiano Ronaldo has joined Bioniq as a major shareholder! 🦾

After being a Bioniq member since 2022, Cristiano has made a significant investment, setting Bioniq’s latest valuation at $82M.

Beyond his investment, CR7 plans to take an active role in shaping Bioniq’s future, contributing to both brand and product development.

“Backing Bioniq is more than just a business decision for me—it’s about sharing a commitment to health, performance, and longevity,” said Cristiano Ronaldo. “I’ve been using their personalized health products for nearly three years, and I truly believe Bioniq has the power to change how people maintain peak performance and overall well-being.”

“Cristiano Ronaldo is the perfect partner and shareholder,” said Vadim Fedotov, Co-Founder and CEO of Bioniq. “As the ultimate embodiment of performance and longevity, Cristiano fully aligns with Bioniq’s values and mission. We are thrilled that the world’s leading athlete and advocate of a healthy lifestyle has trusted Bioniq since 2022. His personal experience with our products reinforces his belief in what we’re building, and his investment highlights his confidence in our vision as we continue to lead in personalized health.”

#Bioniq #CR7 #PeakPerformance #PersonalizedHealth #Longevity #healthoptimization",2024-10-22T15:16:12.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.29350-15/463956265_1514307382549157_3552736217477394539_n.heic?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTUuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=OTha0YN4jTAQ7kNvgH5ucds&_nc_gid=e882a360be97449faae43aa1f055b28d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4NDU0NTEyMzc0NDk3MzM2Mw%3D%3D.3-ccb7-5&oh=00_AYAzRaIsDaZpoD3wWzQ9ZhYywG0CQCxhyfmpU6Tx95EFJg&oe=6749387D&_nc_sid=22de04
🛫,2024-10-21T08:31:06.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/464094247_18583223023056421_5446542374842315343_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=7APH0bABm38Q7kNvgEUQxm4&_nc_gid=e882a360be97449faae43aa1f055b28d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4MzYxNjQ2ODQwNTQ1NDM0NA%3D%3D.3-ccb7-5&oh=00_AYAYIlC7EaJ8bgav_Sg5GDSuS_5DPREMPTXgqIglDsgp6Q&oe=674937AC&_nc_sid=22de04
We never give up!!,2024-10-18T20:57:08.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/463826230_18582713947056421_6652240263755809018_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=TKpdIyfJXDQQ7kNvgF23RyS&_nc_gid=e882a360be97449faae43aa1f055b28d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4MTgxNzYyNzU4Njk3NDAzOA%3D%3D.3-ccb7-5&oh=00_AYARUI3KswBt4YJmnbY1jem1ChtRd55-s0mgcURQwQ7_dQ&oe=67492319&_nc_sid=22de04
Seguimos juntos,2024-10-15T21:26:52.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/463488310_1187386162747922_4230197733375950634_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMzY1eDEzNjUuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=MwhWqJHYXS8Q7kNvgHm3600&_nc_gid=9efbeb6f8654442c9958935f5596408e&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ3OTY1ODI2Nzk5NzkyMDIxOQ%3D%3D.3-ccb7-5&oh=00_AYDIMwI9DTHE1x0M2_bqVmcMlZPS7xs_Jx0lFudpiacgZA&oe=67493AAF&_nc_sid=22de04
Preparados 🇵🇹,2024-10-14T19:16:23.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/462734299_18581926768056421_1065470985340673665_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0Mzkuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=qgcXiMiAC2UQ7kNvgEPwosg&_nc_gid=9efbeb6f8654442c9958935f5596408e&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ3ODg2NzgwODY2NzMwODMwOQ%3D%3D.3-ccb7-5&oh=00_AYCUGS9KxNcA2TUofI0Wpu6xNMln790USvy07qgNTUsmIg&oe=674921E4&_nc_sid=22de04
I've always dreamed of having my own watch collection. The @jacobandco Flight of CR7 & the Heart of CR7 takes inspiration from some of my most iconic moments on the field. I hope you like them as much as I do.,2024-10-13T17:03:06.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/463336789_1185709032915635_7034902205374243512_n.jpg?stp=c0.0.1638.2048a_dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNjM5eDIwNDguc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=Z3msY1STWqEQ7kNvgGqb2J-&_nc_gid=9efbeb6f8654442c9958935f5596408e&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ3ODA3NTA0MDAwNzA4NDQyOQ%3D%3D.3-ccb7-5&oh=00_AYB3vFh7rxH8ZakZPO0eRheJWqQN7YBXVJaVrJ8IlNRr2A&oe=67493176&_nc_sid=22de04
"Vitória importante na Liga das Nações. Obrigado pelo apoio de todos, vamos com tudo!",2024-10-12T21:10:02.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/462298254_1185003306319541_5699263535045708940_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMzUxeDEzNTEuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=nPdVdY8pm-UQ7kNvgHSgWgF&_nc_gid=9efbeb6f8654442c9958935f5596408e&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ3NzQ3NTQ2MTk4NTMwNzg2Ng%3D%3D.3-ccb7-5&oh=00_AYDGOL1knR9UXjastryvGfhHqBIDYDpQHcKHQEJxa2T0hw&oe=6749431C&_nc_sid=22de04
Portugal 🇵🇹,2024-10-10T20:35:16.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/461999170_18581130598056421_9000991602614714148_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDEyODMuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=JnPMHl4EPjYQ7kNvgG_P5F2&_nc_gid=9efbeb6f8654442c9958935f5596408e&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ3NjAwODQxOTM5ODQ3NTc5MQ%3D%3D.3-ccb7-5&oh=00_AYBpqhrLB5Hx9N9zCfM0dIGAB5vH72UHTZzpFfRCLd42UQ&oe=674922CC&_nc_sid=22de04
😎🇵🇹,2024-10-08T17:01:44.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/462123042_1181635259989679_5336405668613675459_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMTk4eDExOTguc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=-_rN07-uwHoQ7kNvgHiYCPw&_nc_gid=9efbeb6f8654442c9958935f5596408e&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ3NDQ1MTM5Njc3NzQ1MDYyNg%3D%3D.3-ccb7-5&oh=00_AYA2e2QiO7Iy17GdqekE7l92b379JoVz4xX8UK5JxQmP1A&oe=67493BC6&_nc_sid=22de04
We are not stopping! 🔥 Together!,2024-10-05T18:11:23.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/461843988_18579995491056421_4319559274940244458_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=OrqWkGDtMHcQ7kNvgHlQL8R&_nc_gid=9efbeb6f8654442c9958935f5596408e&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ3MjMxMjExMTcyMjYyNDQ0Mw%3D%3D.3-ccb7-5&oh=00_AYA8ZBwO8CeDaCp_xgKEwv1XeDvBG_p2qtO0Ar0toszTmg&oe=674946CC&_nc_sid=22de04
Hard work pays off. Let’s keep going! 🟡,2024-09-30T21:01:29.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/461299289_18578936017056421_4227677636265690737_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=6t-gUGfu9fwQ7kNvgGoovg9&_nc_gid=9efbeb6f8654442c9958935f5596408e&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ2ODc3Mzg1MTk1NjE5OTUzOQ%3D%3D.3-ccb7-5&oh=00_AYB4WrW-k5IHs0WrYcVeQUZA-KRxJCR6fr9vhNhvvuQ0lA&oe=6749307C&_nc_sid=22de04
"Selfie time 🤳🏼 with my latest fragrance: Cristiano Ronaldo Discover!

Follow @cr7cristianoronaldo to find the entire range.",2024-09-28T16:00:22.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/461179798_1173735697446302_2753000026191073174_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=ItevznWIXAEQ7kNvgFX8Pl-&_nc_gid=9efbeb6f8654442c9958935f5596408e&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ2NzE3Mjc1MDMyODE0NzM2OA%3D%3D.3-ccb7-5&oh=00_AYCsSmVn1mA3Dz1-CDz6XTKrRlANfF6Gdvc9vEkqPv6uIQ&oe=674938A0&_nc_sid=22de04
Three wins in a row 🔥,2024-09-27T17:57:08.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/461123620_18578302897056421_356089257919157306_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=9ke8Y4ZK82EQ7kNvgG2VhWF&_nc_gid=9efbeb6f8654442c9958935f5596408e&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ2NjUwNjczNzIxMTc1MjU5Mg%3D%3D.3-ccb7-5&oh=00_AYCBunqFd8QxvyrEtzb4-ow-RbcyMyqos2ldYiAvPSNKiQ&oe=67494537&_nc_sid=22de04
Working hard 🔥,2024-09-26T20:25:18.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/461336620_18578127751056421_7249015261835408682_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=sQNRDX2kVK0Q7kNvgHKVGb2&_nc_gid=9efbeb6f8654442c9958935f5596408e&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ2NTg1NjUzNjIwNTY2NTEyMA%3D%3D.3-ccb7-5&oh=00_AYDdTkkzAA0cRYfM1NmTNGuJ2DpHNjWTRtCiwwIuRxzioQ&oe=67492803&_nc_sid=22de04
"It’s always for the family ❤️

Watch the full video on UR Cristiano.",2024-09-24T18:44:14.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-19/278931269_360124899498969_9006978846103417088_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=5a4RE2ouAs0Q7kNvgHafajH&_nc_gid=219ee2909bf14e9eb84e8d2b3a10a392&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYBjHLslpELd2LF6KHxD4lK3w4uDThPMyYY4Ua6CsrFrTA&oe=6749474E&_nc_sid=f5838a
